county,time,date,cases,est_cases,est_omicron_cases,est_other_cases,tests,est_tests,est_omicron_tests,est_other_tests,hospitalizations,deaths,est_deaths,icu,cum_deaths,cum_est_deaths,prev_cum_deaths,prev_cum_est_deaths
Kern,64,2023-03-06,330,335,335,0,7768,7881,7880,1,35,3,3,4,2491,2491,2488,2488
Kings,64,2023-03-06,65,65,65,0,1566,1589,1588,1,1,0,0,0,485,485,485,485
Lake,64,2023-03-06,19,19,19,0,487,495,494,1,1,0,0,0,162,162,162,162
Lassen,64,2023-03-06,4,4,4,0,306,314,313,1,1,0,0,0,64,64,64,64
Los Angeles,64,2023-03-06,4595,4661,4661,0,123348,125116,125115,1,509,68,78,60,35696,35747,35628,35669
Madera,64,2023-03-06,82,82,82,0,1146,1163,1162,1,5,0,0,0,376,376,376,376
Marin,64,2023-03-06,139,139,139,0,1776,1803,1802,1,21,0,0,2,317,317,317,317
Mariposa,64,2023-03-06,0,0,0,0,69,70,69,1,0,0,0,0,31,31,31,31
Mendocino,64,2023-03-06,26,26,26,0,448,456,455,1,7,0,0,1,145,145,145,145
Merced,64,2023-03-06,147,148,148,0,1718,1744,1743,1,14,0,0,2,903,903,903,903
Modoc,64,2023-03-06,1,1,1,0,9,10,9,1,0,0,0,0,9,9,9,9
Mono,64,2023-03-06,5,5,5,0,56,57,56,1,0,0,0,0,8,8,8,8
Monterey,64,2023-03-06,146,146,146,0,2158,2190,2189,1,29,4,4,3,809,809,805,805
Napa,64,2023-03-06,52,52,52,0,1056,1071,1070,1,9,1,1,2,166,166,165,165
Nevada,64,2023-03-06,18,18,18,0,484,493,492,1,2,0,0,0,137,137,137,137
Orange,64,2023-03-06,979,993,993,0,18890,19160,19159,1,111,18,19,18,8037,8040,8019,8021
Placer,64,2023-03-06,172,173,173,0,2461,2497,2496,1,62,0,0,5,682,682,682,682
Plumas,64,2023-03-06,1,1,1,0,68,69,68,1,0,0,0,0,15,15,15,15
Riverside,64,2023-03-06,882,894,894,0,13997,14198,14197,1,78,3,3,8,6833,6833,6830,6830
Sacramento,64,2023-03-06,858,870,870,0,11807,11978,11977,1,113,5,5,6,3554,3554,3549,3549
San Benito,64,2023-03-06,16,16,16,0,465,473,472,1,1,0,0,0,112,112,112,112
San Bernardino,64,2023-03-06,745,756,756,0,15026,15242,15241,1,99,0,0,18,8134,8134,8134,8134
San Diego,64,2023-03-06,1409,1430,1430,0,25282,25645,25644,1,179,11,11,13,5817,5817,5806,5806
San Francisco,64,2023-03-06,599,607,607,0,10703,10858,10857,1,73,5,5,11,1187,1187,1182,1182
San Joaquin,64,2023-03-06,381,387,387,0,6809,6908,6907,1,42,0,0,8,2425,2425,2425,2425
San Luis Obispo,64,2023-03-06,92,92,92,0,1309,1330,1329,1,9,4,4,0,569,569,565,565
San Mateo,64,2023-03-06,425,432,432,0,7225,7330,7329,1,28,0,0,3,742,742,742,742
Santa Barbara,64,2023-03-06,149,149,149,0,3681,3735,3734,1,18,2,2,1,764,764,762,762
Santa Clara,64,2023-03-06,1081,1097,1097,0,20931,21231,21230,1,133,6,6,32,2731,2731,2725,2725
Santa Cruz,64,2023-03-06,133,134,134,0,5123,5198,5197,1,20,0,0,0,276,276,276,276
Shasta,64,2023-03-06,24,24,24,0,633,643,642,1,5,0,0,2,600,600,600,600
Siskiyou,64,2023-03-06,6,6,6,0,223,226,225,1,1,0,0,0,95,95,95,95
Solano,64,2023-03-06,256,261,261,0,3342,3390,3389,1,34,0,0,5,474,474,474,474
Sonoma,64,2023-03-06,209,211,211,0,3228,3275,3274,1,23,0,0,2,558,558,558,558
Stanislaus,64,2023-03-06,257,261,261,0,3547,3599,3598,1,67,0,0,9,1842,1842,1842,1842
Sutter,64,2023-03-06,35,35,35,0,593,602,601,1,0,0,0,0,238,238,238,238
Tehama,64,2023-03-06,12,12,12,0,251,256,255,1,5,0,0,1,233,233,233,233
Trinity,64,2023-03-06,2,2,2,0,18,19,18,1,0,0,0,0,23,23,23,23
Tulare,64,2023-03-06,208,210,210,0,3264,3312,3311,1,29,0,0,3,1590,1590,1590,1590
Tuolumne,64,2023-03-06,37,37,37,0,401,408,407,1,1,0,0,0,211,211,211,211
Ventura,64,2023-03-06,252,256,256,0,4970,5043,5042,1,42,2,2,5,1683,1683,1681,1681
Yolo,64,2023-03-06,63,63,63,0,1262,1280,1279,1,4,1,1,0,448,448,447,447
Yuba,64,2023-03-06,38,38,38,0,509,517,516,1,7,0,0,0,122,122,122,122
Alameda,65,2023-03-13,859,873,873,0,15319,15574,15573,1,76,2,2,18,2206,2206,2204,2204
Amador,65,2023-03-13,14,14,14,0,380,388,387,1,5,0,0,1,98,98,98,98
Butte,65,2023-03-13,38,38,38,0,600,611,610,1,9,1,1,1,494,494,493,493
Calaveras,65,2023-03-13,14,14,14,0,243,248,247,1,0,0,0,0,142,142,142,142
Colusa,65,2023-03-13,4,4,4,0,159,162,161,1,0,1,1,0,23,23,22,22
Contra Costa,65,2023-03-13,583,594,594,0,9861,10027,10026,1,44,2,2,7,1568,1568,1566,1566
Del Norte,65,2023-03-13,8,8,8,0,256,262,261,1,1,0,0,0,60,60,60,60
El Dorado,65,2023-03-13,47,47,47,0,897,913,912,1,1,0,0,0,246,246,246,246
Fresno,65,2023-03-13,385,392,392,0,7756,7884,7883,1,79,0,0,10,3011,3011,3011,3011
Glenn,65,2023-03-13,10,10,10,0,141,143,142,1,0,0,0,0,53,53,53,53
Humboldt,65,2023-03-13,28,28,28,0,504,513,512,1,4,0,0,1,170,170,170,170
Imperial,65,2023-03-13,214,218,218,0,2037,2072,2071,1,12,1,1,0,981,981,980,980
Inyo,65,2023-03-13,0,0,0,0,259,263,262,1,0,0,0,0,63,63,63,63
Kern,65,2023-03-13,337,343,343,0,7631,7758,7757,1,52,0,0,12,2491,2491,2491,2491
Kings,65,2023-03-13,60,60,60,0,1437,1461,1460,1,1,0,0,0,485,485,485,485
Lake,65,2023-03-13,11,11,11,0,410,417,416,1,1,0,0,0,162,162,162,162
Lassen,65,2023-03-13,6,6,6,0,335,343,342,1,0,0,0,0,64,64,64,64
Los Angeles,65,2023-03-13,3871,3935,3935,0,120827,122827,122826,1,418,70,82,56,35766,35829,35696,35747
Madera,65,2023-03-13,50,50,50,0,1149,1169,1168,1,6,0,0,0,376,376,376,376
Marin,65,2023-03-13,98,98,98,0,1720,1749,1748,1,21,0,0,1,317,317,317,317
Mariposa,65,2023-03-13,5,5,5,0,93,94,93,1,0,0,0,0,31,31,31,31
Mendocino,65,2023-03-13,17,17,17,0,458,467,466,1,6,0,0,1,145,145,145,145
Merced,65,2023-03-13,102,102,102,0,1506,1533,1532,1,12,0,0,2,903,903,903,903
Modoc,65,2023-03-13,1,1,1,0,12,13,12,1,0,0,0,0,9,9,9,9
Mono,65,2023-03-13,1,1,1,0,50,51,50,1,0,0,0,0,8,8,8,8
Monterey,65,2023-03-13,73,73,73,0,1810,1841,1840,1,27,0,0,2,809,809,809,809
Napa,65,2023-03-13,55,55,55,0,940,956,955,1,4,3,3,2,169,169,166,166
Nevada,65,2023-03-13,18,18,18,0,478,487,486,1,4,0,0,0,137,137,137,137
Orange,65,2023-03-13,899,914,914,0,18056,18357,18356,1,129,28,33,21,8065,8073,8037,8040
Placer,65,2023-03-13,169,171,171,0,2135,2172,2171,1,66,0,0,8,682,682,682,682
Plumas,65,2023-03-13,5,5,5,0,64,65,64,1,0,0,0,0,15,15,15,15
Riverside,65,2023-03-13,905,919,919,0,14717,14960,14959,1,79,6,6,14,6839,6839,6833,6833
Sacramento,65,2023-03-13,708,721,721,0,10735,10915,10914,1,105,6,6,21,3560,3560,3554,3554
San Benito,65,2023-03-13,13,13,13,0,412,421,420,1,0,0,0,0,112,112,112,112
San Bernardino,65,2023-03-13,702,714,714,0,14703,14947,14946,1,94,0,0,20,8134,8134,8134,8134
San Diego,65,2023-03-13,1316,1337,1337,0,23679,24072,24071,1,177,9,9,13,5826,5826,5817,5817
San Francisco,65,2023-03-13,550,560,560,0,9389,9545,9544,1,73,3,3,14,1190,1190,1187,1187
San Joaquin,65,2023-03-13,370,377,377,0,6804,6919,6918,1,34,3,3,6,2428,2428,2425,2425
San Luis Obispo,65,2023-03-13,78,78,78,0,1326,1348,1347,1,9,0,0,0,569,569,569,569
San Mateo,65,2023-03-13,372,379,379,0,6699,6811,6810,1,24,0,0,5,742,742,742,742
Santa Barbara,65,2023-03-13,150,150,150,0,3416,3473,3472,1,12,0,0,1,764,764,764,764
Santa Clara,65,2023-03-13,1039,1057,1057,0,20662,21005,21004,1,139,10,11,20,2741,2742,2731,2731
Santa Cruz,65,2023-03-13,109,110,110,0,3216,3270,3269,1,21,0,0,1,276,276,276,276
Shasta,65,2023-03-13,26,26,26,0,586,598,597,1,6,0,0,1,600,600,600,600
Siskiyou,65,2023-03-13,10,10,10,0,159,161,160,1,0,0,0,0,95,95,95,95
Solano,65,2023-03-13,229,233,233,0,3080,3132,3131,1,27,0,0,4,474,474,474,474
Sonoma,65,2023-03-13,195,197,197,0,2820,2868,2867,1,41,4,4,4,562,562,558,558
Stanislaus,65,2023-03-13,194,197,197,0,3440,3498,3497,1,52,0,0,4,1842,1842,1842,1842
Sutter,65,2023-03-13,27,27,27,0,518,527,526,1,0,0,0,0,238,238,238,238
Tehama,65,2023-03-13,17,17,17,0,229,235,234,1,1,0,0,0,233,233,233,233
Trinity,65,2023-03-13,0,0,0,0,22,23,22,1,0,0,0,0,23,23,23,23
Tulare,65,2023-03-13,164,166,166,0,3263,3318,3317,1,31,3,3,2,1593,1593,1590,1590
Tuolumne,65,2023-03-13,18,18,18,0,367,375,374,1,2,0,0,0,211,211,211,211
Ventura,65,2023-03-13,229,233,233,0,4362,4435,4434,1,25,4,4,5,1687,1687,1683,1683
Yolo,65,2023-03-13,71,71,71,0,1079,1098,1097,1,2,1,1,0,449,449,448,448
Yuba,65,2023-03-13,33,33,33,0,473,482,481,1,7,0,0,0,122,122,122,122
Alameda,66,2023-03-20,761,775,775,0,14842,15137,15136,1,69,7,8,10,2213,2214,2206,2206
Amador,66,2023-03-20,15,15,15,0,396,405,404,1,3,0,0,1,98,98,98,98
Butte,66,2023-03-20,44,44,44,0,502,514,513,1,5,1,1,3,495,495,494,494
Calaveras,66,2023-03-20,9,9,9,0,246,253,252,1,0,0,0,0,142,142,142,142
Colusa,66,2023-03-20,4,4,4,0,153,156,155,1,0,0,0,0,23,23,23,23
Contra Costa,66,2023-03-20,434,442,442,0,9440,9627,9626,1,31,4,4,8,1572,1572,1568,1568
Del Norte,66,2023-03-20,2,2,2,0,224,230,229,1,0,0,0,1,60,60,60,60
El Dorado,66,2023-03-20,46,46,46,0,849,866,865,1,2,0,0,0,246,246,246,246
Fresno,66,2023-03-20,371,378,378,0,7750,7905,7904,1,66,2,2,16,3013,3013,3011,3011
Glenn,66,2023-03-20,4,4,4,0,132,135,134,1,0,0,0,0,53,53,53,53
Humboldt,66,2023-03-20,21,21,21,0,477,486,485,1,4,0,0,2,170,170,170,170
Imperial,66,2023-03-20,155,157,157,0,1628,1661,1660,1,9,0,0,1,981,981,981,981
Inyo,66,2023-03-20,10,10,10,0,280,286,285,1,0,0,0,0,63,63,63,63
Kern,66,2023-03-20,205,210,210,0,7572,7723,7722,1,29,2,2,8,2493,2493,2491,2491
Kings,66,2023-03-20,40,40,40,0,1448,1480,1479,1,1,1,1,0,486,486,485,485
Lake,66,2023-03-20,12,12,12,0,404,412,411,1,2,0,0,0,162,162,162,162
Lassen,66,2023-03-20,4,4,4,0,307,316,315,1,0,0,0,0,64,64,64,64
Los Angeles,66,2023-03-20,3210,3274,3274,0,109607,111772,111771,1,397,58,73,44,35824,35902,35766,35829
Madera,66,2023-03-20,50,50,50,0,1112,1134,1133,1,4,0,0,0,376,376,376,376
Marin,66,2023-03-20,88,88,88,0,1521,1554,1553,1,25,0,0,2,317,317,317,317
Mariposa,66,2023-03-20,2,2,2,0,91,92,91,1,0,0,0,0,31,31,31,31
Mendocino,66,2023-03-20,11,11,11,0,423,433,432,1,2,0,0,0,145,145,145,145
Merced,66,2023-03-20,105,106,106,0,1471,1501,1500,1,6,0,0,2,903,903,903,903
Modoc,66,2023-03-20,1,1,1,0,10,11,10,1,0,0,0,0,9,9,9,9
Mono,66,2023-03-20,4,4,4,0,52,53,52,1,0,0,0,0,8,8,8,8
Monterey,66,2023-03-20,59,59,59,0,1428,1457,1456,1,21,0,0,1,809,809,809,809
Napa,66,2023-03-20,30,30,30,0,905,924,923,1,3,0,0,1,169,169,169,169
Nevada,66,2023-03-20,17,17,17,0,457,467,466,1,4,0,0,0,137,137,137,137
Orange,66,2023-03-20,733,747,747,0,16296,16620,16619,1,115,10,11,25,8075,8084,8065,8073
Placer,66,2023-03-20,124,127,127,0,2146,2188,2187,1,58,0,0,8,682,682,682,682
Plumas,66,2023-03-20,2,2,2,0,52,53,52,1,0,0,0,0,15,15,15,15
Riverside,66,2023-03-20,589,599,599,0,12281,12524,12523,1,57,1,1,7,6840,6840,6839,6839
Sacramento,66,2023-03-20,482,492,492,0,9725,9919,9918,1,85,3,3,16,3563,3563,3560,3560
San Benito,66,2023-03-20,41,41,41,0,555,567,566,1,0,0,0,0,112,112,112,112
San Bernardino,66,2023-03-20,512,523,523,0,13746,14018,14017,1,77,0,0,12,8134,8134,8134,8134
San Diego,66,2023-03-20,1117,1139,1139,0,22663,23110,23109,1,139,9,11,13,5835,5837,5826,5826
San Francisco,66,2023-03-20,421,430,430,0,8428,8595,8594,1,63,4,5,8,1194,1195,1190,1190
San Joaquin,66,2023-03-20,266,271,271,0,5777,5892,5891,1,28,2,2,5,2430,2430,2428,2428
San Luis Obispo,66,2023-03-20,48,48,48,0,1154,1178,1177,1,9,1,1,0,570,570,569,569
San Mateo,66,2023-03-20,309,315,315,0,6304,6428,6427,1,24,0,0,1,742,742,742,742
Santa Barbara,66,2023-03-20,110,110,110,0,3109,3172,3171,1,15,1,1,1,765,765,764,764
Santa Clara,66,2023-03-20,791,806,806,0,16857,17190,17189,1,151,6,7,22,2747,2749,2741,2742
Santa Cruz,66,2023-03-20,120,121,121,0,3045,3107,3106,1,9,0,0,1,276,276,276,276
Shasta,66,2023-03-20,18,18,18,0,569,582,581,1,2,0,0,3,600,600,600,600
Siskiyou,66,2023-03-20,3,3,3,0,156,160,159,1,0,0,0,0,95,95,95,95
Solano,66,2023-03-20,184,188,188,0,2887,2945,2944,1,26,1,1,5,475,475,474,474
Sonoma,66,2023-03-20,182,185,185,0,2729,2784,2783,1,33,0,0,1,562,562,562,562
Stanislaus,66,2023-03-20,199,204,204,0,3278,3344,3343,1,48,0,0,6,1842,1842,1842,1842
Sutter,66,2023-03-20,38,38,38,0,486,497,496,1,0,0,0,0,238,238,238,238
Tehama,66,2023-03-20,14,14,14,0,218,224,223,1,2,0,0,0,233,233,233,233
Trinity,66,2023-03-20,0,0,0,0,17,18,17,1,0,0,0,0,23,23,23,23
Tulare,66,2023-03-20,119,120,120,0,2674,2728,2727,1,25,1,1,0,1594,1594,1593,1593
Tuolumne,66,2023-03-20,14,14,14,0,387,396,395,1,0,0,0,0,211,211,211,211
Ventura,66,2023-03-20,176,180,180,0,4141,4224,4223,1,39,4,5,2,1691,1692,1687,1687
Yolo,66,2023-03-20,54,54,54,0,1062,1085,1084,1,6,0,0,1,449,449,449,449
Yuba,66,2023-03-20,18,18,18,0,461,470,469,1,7,0,0,0,122,122,122,122
Alameda,67,2023-03-27,592,605,605,0,13339,13674,13673,1,91,3,4,9,2216,2218,2213,2214
Amador,67,2023-03-27,10,10,10,0,359,368,367,1,3,0,0,1,98,98,98,98
Butte,67,2023-03-27,30,30,30,0,500,514,513,1,8,1,1,0,496,496,495,495
Calaveras,67,2023-03-27,12,12,12,0,245,253,252,1,0,1,1,0,143,143,142,142
Colusa,67,2023-03-27,4,4,4,0,162,166,165,1,0,0,0,0,23,23,23,23
Contra Costa,67,2023-03-27,397,408,408,0,8884,9107,9106,1,33,0,0,6,1572,1572,1572,1572
Del Norte,67,2023-03-27,6,6,6,0,206,213,212,1,0,0,0,1,60,60,60,60
El Dorado,67,2023-03-27,35,35,35,0,781,802,801,1,2,0,0,0,246,246,246,246
Fresno,67,2023-03-27,249,256,256,0,7245,7427,7426,1,59,1,1,5,3014,3014,3013,3013
Glenn,67,2023-03-27,6,6,6,0,133,136,135,1,0,0,0,0,53,53,53,53
Humboldt,67,2023-03-27,13,13,13,0,447,460,459,1,5,1,1,1,171,171,170,170
Imperial,67,2023-03-27,150,153,153,0,1679,1722,1721,1,10,0,0,1,981,981,981,981
Inyo,67,2023-03-27,10,10,10,0,224,229,228,1,0,0,0,0,63,63,63,63
Kern,67,2023-03-27,187,192,192,0,6951,7126,7125,1,29,0,0,3,2493,2493,2493,2493
Kings,67,2023-03-27,37,37,37,0,1307,1340,1339,1,2,0,0,1,486,486,486,486
Lake,67,2023-03-27,13,13,13,0,349,359,358,1,2,0,0,0,162,162,162,162
Lassen,67,2023-03-27,7,7,7,0,315,324,323,1,0,0,0,0,64,64,64,64
Los Angeles,67,2023-03-27,2418,2480,2480,0,103473,106078,106077,1,348,26,37,46,35850,35939,35824,35902
Madera,67,2023-03-27,33,33,33,0,958,981,980,1,5,0,0,0,376,376,376,376
Marin,67,2023-03-27,78,78,78,0,1286,1319,1318,1,18,0,0,1,317,317,317,317
Mariposa,67,2023-03-27,0,0,0,0,74,75,74,1,0,0,0,0,31,31,31,31
Mendocino,67,2023-03-27,15,15,15,0,410,420,419,1,1,0,0,1,145,145,145,145
Merced,67,2023-03-27,91,91,91,0,1331,1366,1365,1,6,0,0,2,903,903,903,903
Modoc,67,2023-03-27,0,0,0,0,5,6,5,1,0,0,0,0,9,9,9,9
Mono,67,2023-03-27,1,1,1,0,49,50,49,1,0,0,0,0,8,8,8,8
Monterey,67,2023-03-27,52,52,52,0,1695,1740,1739,1,19,0,0,0,809,809,809,809
Napa,67,2023-03-27,42,42,42,0,886,908,907,1,3,0,0,1,169,169,169,169
Nevada,67,2023-03-27,24,24,24,0,473,487,486,1,3,0,0,0,137,137,137,137
Orange,67,2023-03-27,624,640,640,0,15570,15962,15961,1,112,13,18,19,8088,8102,8075,8084
Placer,67,2023-03-27,102,102,102,0,1877,1925,1924,1,43,0,0,6,682,682,682,682
Plumas,67,2023-03-27,1,1,1,0,55,56,55,1,0,0,0,0,15,15,15,15
Riverside,67,2023-03-27,540,552,552,0,11224,11507,11506,1,41,4,5,6,6844,6845,6840,6840
Sacramento,67,2023-03-27,437,448,448,0,9390,9628,9627,1,79,8,11,11,3571,3574,3563,3563
San Benito,67,2023-03-27,23,23,23,0,753,774,773,1,1,0,0,0,112,112,112,112
San Bernardino,67,2023-03-27,429,440,440,0,12476,12793,12792,1,67,0,0,12,8134,8134,8134,8134
San Diego,67,2023-03-27,881,903,903,0,20526,21043,21042,1,137,2,3,7,5837,5840,5835,5837
San Francisco,67,2023-03-27,371,380,380,0,7823,8021,8020,1,45,1,2,5,1195,1197,1194,1195
San Joaquin,67,2023-03-27,244,251,251,0,5538,5679,5678,1,23,0,0,11,2430,2430,2430,2430
San Luis Obispo,67,2023-03-27,39,39,39,0,1138,1168,1167,1,4,0,0,0,570,570,570,570
San Mateo,67,2023-03-27,270,278,278,0,5698,5841,5840,1,29,0,0,1,742,742,742,742
Santa Barbara,67,2023-03-27,88,89,89,0,3228,3311,3310,1,9,0,0,2,765,765,765,765
Santa Clara,67,2023-03-27,687,706,706,0,15848,16246,16245,1,100,5,8,14,2752,2757,2747,2749
Santa Cruz,67,2023-03-27,129,133,133,0,2947,3023,3022,1,8,0,0,1,276,276,276,276
Shasta,67,2023-03-27,16,16,16,0,536,552,551,1,2,0,0,3,600,600,600,600
Siskiyou,67,2023-03-27,1,1,1,0,147,152,151,1,0,0,0,0,95,95,95,95
Solano,67,2023-03-27,167,171,171,0,2660,2729,2728,1,23,0,0,4,475,475,475,475
Sonoma,67,2023-03-27,153,157,157,0,2420,2481,2480,1,29,2,3,4,564,565,562,562
Stanislaus,67,2023-03-27,150,153,153,0,2573,2640,2639,1,39,0,0,6,1842,1842,1842,1842
Sutter,67,2023-03-27,37,37,37,0,419,430,429,1,0,0,0,0,238,238,238,238
Tehama,67,2023-03-27,5,5,5,0,196,204,203,1,2,0,0,0,233,233,233,233
Trinity,67,2023-03-27,0,0,0,0,24,25,24,1,0,0,0,0,23,23,23,23
Tulare,67,2023-03-27,102,104,104,0,2715,2785,2784,1,25,0,0,1,1594,1594,1594,1594
Tuolumne,67,2023-03-27,8,8,8,0,308,317,316,1,1,0,0,0,211,211,211,211
Ventura,67,2023-03-27,145,149,149,0,4099,4203,4202,1,25,4,6,2,1695,1698,1691,1692
Yolo,67,2023-03-27,61,61,61,0,1065,1094,1093,1,6,0,0,1,449,449,449,449
Yuba,67,2023-03-27,14,14,14,0,417,427,426,1,1,0,0,1,122,122,122,122
Alameda,68,2023-04-03,571,590,590,0,12436,12872,12871,1,58,3,7,9,2219,2225,2216,2218
Amador,68,2023-04-03,16,16,16,0,286,297,296,1,2,0,0,0,98,98,98,98
Butte,68,2023-04-03,21,21,21,0,464,482,481,1,7,1,3,0,497,499,496,496
Calaveras,68,2023-04-03,5,5,5,0,203,212,211,1,0,0,0,0,143,143,143,143
Colusa,68,2023-04-03,8,8,8,0,174,180,179,1,2,0,0,0,23,23,23,23
Contra Costa,68,2023-04-03,388,402,402,0,8661,8966,8965,1,37,1,2,4,1573,1574,1572,1572
Del Norte,68,2023-04-03,5,5,5,0,195,203,202,1,0,0,0,0,60,60,60,60
El Dorado,68,2023-04-03,65,66,66,0,745,771,770,1,4,0,0,0,246,246,246,246
Fresno,68,2023-04-03,273,282,282,0,7091,7341,7340,1,54,3,6,12,3017,3020,3014,3014
Glenn,68,2023-04-03,6,6,6,0,127,132,131,1,0,0,0,0,53,53,53,53
Humboldt,68,2023-04-03,20,20,20,0,451,468,467,1,5,0,0,0,171,171,171,171
Imperial,68,2023-04-03,184,190,190,0,1507,1561,1560,1,14,0,0,1,981,981,981,981
Inyo,68,2023-04-03,2,2,2,0,139,144,143,1,0,0,0,0,63,63,63,63
Kern,68,2023-04-03,156,162,162,0,5609,5806,5805,1,28,2,4,1,2495,2497,2493,2493
Kings,68,2023-04-03,33,33,33,0,983,1018,1017,1,5,0,0,0,486,486,486,486
Lake,68,2023-04-03,16,16,16,0,342,355,354,1,0,0,0,0,162,162,162,162
Lassen,68,2023-04-03,3,3,3,0,165,172,171,1,0,0,0,0,64,64,64,64
Los Angeles,68,2023-04-03,2389,2472,2472,0,97171,100567,100566,1,318,22,45,40,35872,35984,35850,35939
Madera,68,2023-04-03,38,38,38,0,852,883,882,1,1,0,0,0,376,376,376,376
Marin,68,2023-04-03,104,108,108,0,1242,1286,1285,1,16,0,0,0,317,317,317,317
Mariposa,68,2023-04-03,6,6,6,0,71,73,72,1,0,0,0,0,31,31,31,31
Mendocino,68,2023-04-03,14,14,14,0,362,375,374,1,3,0,0,1,145,145,145,145
Merced,68,2023-04-03,74,75,75,0,923,956,955,1,6,0,0,0,903,903,903,903
Modoc,68,2023-04-03,4,4,4,0,12,13,12,1,0,0,0,0,9,9,9,9
Mono,68,2023-04-03,2,2,2,0,40,41,40,1,0,0,0,0,8,8,8,8
Monterey,68,2023-04-03,57,57,57,0,1643,1702,1701,1,16,2,5,1,811,814,809,809
Napa,68,2023-04-03,40,40,40,0,804,832,831,1,8,1,2,1,170,171,169,169
Nevada,68,2023-04-03,54,55,55,0,433,449,448,1,4,1,2,0,138,139,137,137
Orange,68,2023-04-03,641,663,663,0,15297,15836,15835,1,93,3,6,14,8091,8108,8088,8102
Placer,68,2023-04-03,99,103,103,0,1864,1930,1929,1,39,0,0,5,682,682,682,682
Plumas,68,2023-04-03,2,2,2,0,57,58,57,1,0,0,0,0,15,15,15,15
Riverside,68,2023-04-03,455,472,472,0,10907,11293,11292,1,61,2,4,8,6846,6849,6844,6845
Sacramento,68,2023-04-03,508,526,526,0,8919,9234,9233,1,70,0,0,16,3571,3574,3571,3574
San Benito,68,2023-04-03,24,24,24,0,550,571,570,1,0,0,0,0,112,112,112,112
San Bernardino,68,2023-04-03,458,474,474,0,11619,12032,12031,1,54,0,0,12,8134,8134,8134,8134
San Diego,68,2023-04-03,771,798,798,0,19393,20076,20075,1,128,6,12,10,5843,5852,5837,5840
San Francisco,68,2023-04-03,327,338,338,0,6758,6995,6994,1,37,2,4,9,1197,1201,1195,1197
San Joaquin,68,2023-04-03,220,228,228,0,4971,5147,5146,1,31,0,0,8,2430,2430,2430,2430
San Luis Obispo,68,2023-04-03,45,45,45,0,965,999,998,1,5,0,0,0,570,570,570,570
San Mateo,68,2023-04-03,255,264,264,0,5632,5831,5830,1,29,0,0,0,742,742,742,742
Santa Barbara,68,2023-04-03,95,98,98,0,2626,2721,2720,1,16,0,0,1,765,765,765,765
Santa Clara,68,2023-04-03,653,676,676,0,15152,15683,15682,1,70,1,2,15,2753,2759,2752,2757
Santa Cruz,68,2023-04-03,127,132,132,0,2407,2493,2492,1,15,0,0,0,276,276,276,276
Shasta,68,2023-04-03,19,19,19,0,500,517,516,1,1,0,0,1,600,600,600,600
Siskiyou,68,2023-04-03,2,2,2,0,93,97,96,1,0,0,0,0,95,95,95,95
Solano,68,2023-04-03,125,130,130,0,2337,2419,2418,1,20,0,0,2,475,475,475,475
Sonoma,68,2023-04-03,139,144,144,0,2084,2158,2157,1,27,2,5,0,566,570,564,565
Stanislaus,68,2023-04-03,115,119,119,0,2507,2597,2596,1,33,0,0,4,1842,1842,1842,1842
Sutter,68,2023-04-03,33,33,33,0,399,416,415,1,0,0,0,0,238,238,238,238
Tehama,68,2023-04-03,9,9,9,0,191,199,198,1,0,0,0,0,233,233,233,233
Trinity,68,2023-04-03,0,0,0,0,11,12,11,1,0,0,0,0,23,23,23,23
Tulare,68,2023-04-03,95,98,98,0,2603,2694,2693,1,19,0,0,1,1594,1594,1594,1594
Tuolumne,68,2023-04-03,6,6,6,0,247,256,255,1,1,0,0,0,211,211,211,211
Ventura,68,2023-04-03,143,149,149,0,3517,3641,3640,1,22,4,7,0,1699,1705,1695,1698
Yolo,68,2023-04-03,52,53,53,0,966,1001,1000,1,3,1,2,0,450,451,449,449
Yuba,68,2023-04-03,23,23,23,0,397,412,411,1,1,0,0,0,122,122,122,122
Alameda,69,2023-04-10,530,565,565,0,10977,11700,11699,1,58,0,0,10,2219,2225,2219,2225
Amador,69,2023-04-10,9,9,9,0,200,215,214,1,1,0,0,0,98,98,98,98
Butte,69,2023-04-10,18,18,18,0,433,465,464,1,4,0,0,0,497,499,497,499
Calaveras,69,2023-04-10,10,10,10,0,184,197,196,1,0,0,0,0,143,143,143,143
Colusa,69,2023-04-10,1,1,1,0,97,103,102,1,1,0,0,0,23,23,23,23
Contra Costa,69,2023-04-10,407,435,435,0,8168,8706,8705,1,42,0,0,2,1573,1574,1573,1574
Del Norte,69,2023-04-10,2,2,2,0,122,130,129,1,0,0,0,0,60,60,60,60
El Dorado,69,2023-04-10,40,41,41,0,654,700,699,1,3,0,0,1,246,246,246,246
Fresno,69,2023-04-10,257,275,275,0,6101,6500,6499,1,63,0,0,3,3017,3020,3017,3020
Glenn,69,2023-04-10,2,2,2,0,130,142,141,1,1,0,0,0,53,53,53,53
Humboldt,69,2023-04-10,15,15,15,0,423,452,451,1,4,0,0,0,171,171,171,171
Imperial,69,2023-04-10,143,152,152,0,1288,1374,1373,1,7,0,0,3,981,981,981,981
Inyo,69,2023-04-10,4,4,4,0,210,224,223,1,0,0,0,0,63,63,63,63
Kern,69,2023-04-10,148,158,158,0,4927,5242,5241,1,28,0,0,2,2495,2497,2495,2497
Kings,69,2023-04-10,43,45,45,0,849,905,904,1,4,0,0,0,486,486,486,486
